"(26, 2, 11)",5
"(10, 17, 14)",5
"(10, 17, 11)",5
"(16, 2, 14)",5
"(18, 15, 11)",5
"(16, 6, 5)",5
"(16, 19, 5)",5
"(18, 14, 8)",5
"(26, 18, 17)",5
"(26, 15, 17)",5
"(26, 19, 14)",5
"(18, 12, 8)",5
"(26, 19, 11)",5
"(16, 5, 14)",5
"(16, 5, 17)",5
"(18, 17, 8)",5
"(16, 3, 8)",5
"(10, 19, 11)",5
"(16, 4, 11)",5
"(16, 19, 14)",5
"(18, 17, 5)",5
"(16, 4, 17)",5
"(28, 11, 11)",5
"(16, 16, 8)",5
"(26, 10, 14)",5
"(16, 3, 5)",5
"(16, 2, 8)",5
"(16, 19, 17)",5
"(26, 10, 17)",5
"(18, 8, 17)",4
"(12, 10, 17)",4
"(20, 19, 17)",4
"(20, 19, 14)",4
"(20, 9, 11)",3
"(16, 7, 17)",3
"(14, 15, 11)",3
"(28, 10, 5)",3
"(16, 9, 8)",3
"(14, 11, 5)",3
"(20, 8, 11)",3
"(16, 8, 11)",3
"(16, 8, 14)",3
"(20, 9, 17)",3
"(12, 7, 8)",3
"(14, 10, 8)",3
"(12, 5, 8)",3
"(12, 3, 5)",3
"(12, 3, 8)",3
"(12, 4, 14)",3
"(22, 17, 17)",3
"(22, 17, 11)",3
"(16, 3, 11)",3
"(16, 4, 8)",3
"(22, 16, 5)",3
"(16, 5, 11)",3
"(12, 5, 17)",3
"(16, 5, 8)",3
"(16, 7, 11)",3
"(16, 6, 11)",3
"(12, 6, 14)",3
"(12, 7, 11)",3
"(20, 3, 17)",3
"(12, 9, 14)",3
"(16, 6, 8)",3
"(12, 9, 5)",3
"(12, 9, 8)",3
"(14, 10, 5)",3
"(20, 9, 8)",3
"(20, 3, 5)",3
"(28, 14, 11)",3
"(28, 10, 8)",3
"(14, 5, 8)",3
"(14, 3, 17)",3
"(16, 14, 17)",3
"(18, 15, 8)",3
"(22, 18, 5)",3
"(20, 13, 11)",3
"(20, 12, 8)",3
"(20, 12, 11)",3
"(14, 4, 17)",3
"(18, 16, 11)",3
"(26, 4, 8)",3
"(18, 17, 17)",3
"(18, 9, 5)",3
"(20, 2, 14)",3
"(18, 9, 17)",3
"(18, 7, 17)",3
"(14, 7, 17)",3
"(14, 8, 14)",3
"(16, 12, 17)",3
"(14, 8, 17)",3
"(14, 8, 8)",3
"(18, 4, 8)",3
"(16, 10, 8)",3
"(18, 2, 8)",3
"(18, 2, 5)",3
"(18, 15, 17)",3
"(14, 3, 14)",3
"(20, 13, 8)",3
"(14, 3, 11)",3
"(28, 14, 14)",3
"(20, 19, 8)",3
"(16, 15, 8)",3
"(20, 19, 5)",3
"(28, 13, 8)",3
"(14, 17, 5)",3
"(14, 17, 8)",3
"(20, 18, 14)",3
"(20, 18, 11)",3
"(16, 15, 5)",3
"(16, 15, 17)",3
"(20, 17, 11)",3
"(18, 13, 11)",3
"(20, 16, 17)",3
"(20, 16, 11)",3
"(18, 13, 14)",3
"(18, 13, 17)",3
"(18, 13, 5)",3
"(18, 13, 8)",3
"(20, 15, 17)",3
"(18, 14, 11)",3
"(16, 15, 14)",3
"(16, 15, 11)",3
"(20, 13, 14)",3
"(12, 7, 5)",3
"(24, 4, 17)",3
"(10, 16, 5)",3
"(12, 10, 14)",3
"(26, 11, 17)",3
"(24, 15, 5)",3
"(10, 17, 5)",3
"(24, 14, 8)",3
"(12, 10, 5)",3
"(12, 10, 8)",3
"(12, 11, 11)",3
"(12, 11, 14)",3
"(24, 13, 8)",3
"(12, 11, 17)",3
"(24, 13, 14)",3
"(28, 19, 14)",3
"(24, 12, 8)",3
"(10, 16, 17)",3
"(24, 12, 17)",3
"(10, 16, 14)",3
"(24, 11, 8)",3
"(24, 11, 5)",3
"(10, 15, 14)",3
"(28, 19, 5)",3
"(10, 14, 5)",3
"(28, 19, 17)",3
"(26, 15, 8)",3
"(10, 9, 8)",3
"(10, 9, 5)",3
"(24, 16, 8)",3
"(10, 9, 17)",3
"(28, 3, 8)",3
"(28, 3, 14)",3
"(28, 4, 14)",3
"(28, 4, 17)",3
"(28, 2, 8)",3
"(28, 4, 8)",3
"(10, 4, 5)",3
"(28, 2, 5)",3
"(10, 5, 14)",3
"(10, 19, 14)",3
"(22, 19, 17)",3
"(10, 6, 14)",3
"(26, 10, 5)",3
"(26, 10, 8)",3
"(28, 2, 11)",3
"(24, 2, 8)",3
"(10, 8, 17)",3
"(10, 8, 5)",3
"(24, 18, 8)",3
"(10, 8, 8)",3
"(10, 18, 14)",3
"(10, 9, 11)",3
"(24, 17, 8)",3
"(10, 14, 11)",3
"(10, 15, 8)",3
"(10, 3, 11)",3
"(12, 15, 11)",3
"(12, 15, 17)",3
"(12, 2, 17)",3
"(12, 15, 5)",3
"(26, 17, 14)",3
"(28, 7, 17)",3
"(12, 16, 5)",3
"(12, 17, 11)",3
"(12, 17, 17)",3
"(12, 17, 5)",3
"(26, 18, 14)",3
"(26, 18, 8)",3
"(26, 2, 14)",3
"(26, 2, 17)",3
"(12, 19, 8)",3
"(28, 18, 17)",3
"(28, 17, 8)",3
"(26, 2, 5)",3
"(22, 3, 14)",3
"(26, 2, 8)",3
"(22, 2, 17)",3
"(22, 19, 8)",3
"(22, 2, 14)",3
"(12, 14, 14)",3
"(12, 14, 17)",3
"(26, 4, 5)",3
"(22, 19, 5)",3
"(26, 16, 8)",3
"(28, 9, 11)",1
"(14, 9, 5)",1
"(14, 9, 8)",1
"(16, 10, 11)",1
"(28, 9, 14)",1
"(16, 12, 5)",1
"(28, 5, 17)",1
"(16, 13, 17)",1
"(16, 13, 14)",1
"(16, 13, 11)",1
"(16, 10, 14)",1
"(16, 12, 8)",1
"(14, 9, 17)",1
"(28, 9, 17)",1
"(28, 5, 14)",1
"(10, 10, 8)",1
"(16, 12, 14)",1
"(28, 4, 11)",1
"(16, 12, 11)",1
"(16, 10, 5)",1
"(10, 10, 5)",1
"(16, 11, 11)",1
"(16, 13, 5)",1
"(10, 10, 17)",1
"(16, 11, 17)",1
"(16, 11, 14)",1
"(10, 10, 14)",1
"(28, 4, 5)",1
"(28, 5, 11)",1
"(16, 11, 5)",1
"(28, 6, 8)",1
"(28, 8, 8)",1
"(28, 5, 5)",1
"(14, 9, 14)",1
"(28, 10, 11)",1
"(10, 15, 5)",1
"(28, 6, 11)",1
"(28, 10, 14)",1
"(10, 15, 11)",1
"(28, 7, 14)",1
"(28, 10, 17)",1
"(28, 6, 14)",1
"(28, 6, 17)",1
"(16, 16, 11)",1
"(16, 16, 14)",1
"(16, 16, 17)",1
"(16, 16, 5)",1
"(28, 7, 11)",1
"(28, 6, 5)",1
"(28, 11, 17)",1
"(10, 16, 11)",1
"(16, 14, 8)",1
"(26, 9, 8)",1
"(16, 2, 11)",1
"(16, 13, 8)",1
"(16, 14, 11)",1
"(28, 11, 14)",1
"(28, 8, 5)",1
"(16, 14, 14)",1
"(28, 8, 17)",1
"(28, 8, 14)",1
"(28, 8, 11)",1
"(26, 9, 5)",1
"(26, 9, 14)",1
"(28, 5, 8)",1
"(10, 16, 8)",1
"(16, 14, 5)",1
"(28, 7, 8)",1
"(28, 7, 5)",1
"(26, 9, 17)",1
"(26, 9, 11)",1
"(28, 17, 11)",1
"(14, 9, 11)",1
"(14, 12, 17)",1
"(14, 10, 14)",1
"(14, 10, 17)",1
"(12, 16, 17)",1
"(12, 16, 11)",1
"(12, 14, 8)",1
"(12, 14, 5)",1
"(28, 16, 17)",1
"(28, 16, 14)",1
"(14, 12, 11)",1
"(14, 12, 14)",1
"(14, 12, 5)",1
"(14, 8, 5)",1
"(12, 14, 11)",1
"(28, 16, 11)",1
"(28, 15, 5)",1
"(28, 15, 17)",1
"(28, 15, 14)",1
"(14, 14, 11)",1
"(14, 14, 14)",1
"(14, 14, 17)",1
"(14, 14, 5)",1
"(14, 14, 8)",1
"(14, 10, 11)",1
"(12, 16, 8)",1
"(12, 9, 17)",1
"(12, 8, 8)",1
"(12, 4, 11)",1
"(28, 17, 14)",1
"(28, 17, 17)",1
"(12, 4, 5)",1
"(28, 17, 5)",1
"(12, 5, 11)",1
"(12, 5, 14)",1
"(12, 5, 5)",1
"(28, 18, 11)",1
"(28, 18, 14)",1
"(28, 16, 8)",1
"(12, 6, 8)",1
"(28, 18, 5)",1
"(12, 7, 14)",1
"(12, 7, 17)",1
"(28, 18, 8)",1
"(12, 17, 8)",1
"(12, 8, 11)",1
"(12, 8, 14)",1
"(12, 8, 17)",1
"(12, 8, 5)",1
"(28, 15, 11)",1
"(28, 14, 5)",1
"(12, 12, 8)",1
"(14, 4, 14)",1
"(14, 4, 5)",1
"(14, 4, 8)",1
"(10, 6, 11)",1
"(28, 11, 5)",1
"(10, 5, 8)",1
"(10, 5, 5)",1
"(10, 5, 11)",1
"(14, 6, 11)",1
"(14, 6, 14)",1
"(10, 4, 14)",1
"(14, 6, 17)",1
"(14, 6, 5)",1
"(14, 6, 8)",1
"(14, 7, 11)",1
"(10, 4, 11)",1
"(14, 7, 14)",1
"(28, 3, 11)",1
"(14, 7, 5)",1
"(14, 7, 8)",1
"(14, 8, 11)",1
"(28, 3, 5)",1
"(28, 2, 14)",1
"(10, 6, 5)",1
"(14, 16, 11)",1
"(14, 4, 11)",1
"(12, 12, 5)",1
"(12, 12, 17)",1
"(14, 16, 5)",1
"(12, 12, 14)",1
"(14, 16, 8)",1
"(12, 12, 11)",1
"(12, 11, 5)",1
"(28, 13, 5)",1
"(28, 13, 17)",1
"(28, 13, 14)",1
"(28, 13, 11)",1
"(28, 12, 8)",1
"(28, 12, 5)",1
"(28, 12, 17)",1
"(28, 12, 14)",1
"(14, 2, 17)",1
"(28, 12, 11)",1
"(10, 7, 8)",1
"(10, 6, 8)",1
"(14, 3, 5)",1
"(14, 3, 8)",1
"(26, 5, 11)",1
"(18, 16, 17)",1
"(16, 4, 14)",1
"(22, 7, 5)",1
"(24, 11, 17)",1
"(24, 11, 14)",1
"(24, 11, 11)",1
"(24, 10, 8)",1
"(24, 10, 5)",1
"(24, 10, 17)",1
"(24, 10, 14)",1
"(22, 9, 8)",1
"(22, 9, 5)",1
"(22, 9, 17)",1
"(22, 9, 14)",1
"(22, 9, 11)",1
"(22, 8, 8)",1
"(22, 8, 5)",1
"(22, 8, 17)",1
"(22, 8, 14)",1
"(22, 8, 11)",1
"(24, 12, 11)",1
"(24, 12, 14)",1
"(24, 12, 5)",1
"(24, 16, 14)",1
"(26, 5, 8)",1
"(26, 6, 11)",1
"(26, 6, 14)",1
"(26, 6, 17)",1
"(26, 6, 5)",1
"(24, 16, 5)",1
"(24, 16, 17)",1
"(24, 16, 11)",1
"(24, 13, 11)",1
"(24, 15, 11)",1
"(24, 14, 5)",1
"(24, 14, 17)",1
"(24, 14, 14)",1
"(24, 14, 11)",1
"(24, 13, 5)",1
"(24, 13, 17)",1
"(22, 7, 8)",1
"(22, 7, 17)",1
"(24, 19, 5)",1
"(22, 7, 14)",1
"(22, 2, 11)",1
"(26, 6, 8)",1
"(22, 18, 8)",1
"(22, 18, 17)",1
"(22, 18, 14)",1
"(22, 18, 11)",1
"(22, 17, 8)",1
"(22, 17, 5)",1
"(22, 16, 8)",1
"(22, 16, 14)",1
"(22, 16, 11)",1
"(22, 15, 8)",1
"(22, 15, 5)",1
"(22, 15, 17)",1
"(22, 15, 14)",1
"(22, 15, 11)",1
"(22, 14, 8)",1
"(22, 3, 11)",1
"(22, 3, 17)",1
"(22, 3, 5)",1
"(22, 5, 5)",1
"(22, 7, 11)",1
"(22, 6, 8)",1
"(22, 6, 5)",1
"(22, 6, 17)",1
"(22, 6, 14)",1
"(22, 6, 11)",1
"(22, 5, 8)",1
"(22, 5, 17)",1
"(22, 3, 8)",1
"(22, 5, 14)",1
"(22, 5, 11)",1
"(22, 4, 8)",1
"(22, 4, 5)",1
"(22, 4, 17)",1
"(22, 4, 14)",1
"(22, 4, 11)",1
"(26, 5, 5)",1
"(24, 19, 8)",1
"(16, 4, 5)",1
"(26, 11, 8)",1
"(26, 15, 5)",1
"(26, 15, 14)",1
"(26, 15, 11)",1
"(26, 14, 8)",1
"(26, 14, 5)",1
"(26, 14, 17)",1
"(26, 14, 14)",1
"(26, 14, 11)",1
"(26, 13, 8)",1
"(26, 13, 5)",1
"(26, 13, 17)",1
"(26, 13, 14)",1
"(26, 13, 11)",1
"(26, 12, 8)",1
"(26, 12, 5)",1
"(26, 12, 17)",1
"(26, 12, 14)",1
"(26, 16, 11)",1
"(26, 16, 14)",1
"(26, 16, 17)",1
"(26, 3, 11)",1
"(26, 4, 17)",1
"(26, 4, 14)",1
"(26, 4, 11)",1
"(26, 3, 8)",1
"(26, 3, 5)",1
"(26, 3, 17)",1
"(26, 3, 14)",1
"(26, 19, 8)",1
"(26, 16, 5)",1
"(26, 19, 5)",1
"(26, 5, 14)",1
"(26, 18, 5)",1
"(26, 17, 8)",1
"(26, 17, 5)",1
"(26, 17, 17)",1
"(26, 17, 11)",1
"(26, 12, 11)",1
"(26, 11, 5)",1
"(24, 2, 14)",1
"(26, 11, 14)",1
"(24, 6, 14)",1
"(24, 6, 11)",1
"(24, 5, 8)",1
"(24, 5, 5)",1
"(24, 5, 17)",1
"(24, 5, 14)",1
"(24, 5, 11)",1
"(24, 4, 8)",1
"(24, 4, 5)",1
"(24, 4, 14)",1
"(24, 4, 11)",1
"(24, 3, 8)",1
"(24, 3, 5)",1
"(24, 3, 17)",1
"(24, 3, 14)",1
"(24, 3, 11)",1
"(26, 5, 17)",1
"(24, 6, 17)",1
"(24, 6, 5)",1
"(24, 6, 8)",1
"(24, 8, 8)",1
"(26, 11, 11)",1
"(26, 10, 11)",1
"(24, 9, 8)",1
"(24, 9, 5)",1
"(24, 9, 17)",1
"(24, 9, 14)",1
"(24, 9, 11)",1
"(24, 8, 5)",1
"(24, 7, 11)",1
"(24, 8, 17)",1
"(24, 8, 14)",1
"(24, 8, 11)",1
"(24, 7, 8)",1
"(24, 7, 5)",1
"(24, 7, 17)",1
"(24, 7, 14)",1
"(22, 14, 5)",1
"(22, 14, 17)",1
"(22, 14, 14)",1
"(18, 18, 5)",1
"(18, 5, 14)",1
"(18, 5, 11)",1
"(18, 4, 5)",1
"(18, 4, 17)",1
"(18, 4, 14)",1
"(18, 4, 11)",1
"(18, 3, 8)",1
"(18, 3, 5)",1
"(18, 3, 17)",1
"(18, 3, 14)",1
"(18, 3, 11)",1
"(18, 2, 11)",1
"(26, 7, 5)",1
"(26, 7, 8)",1
"(26, 8, 11)",1
"(26, 8, 14)",1
"(26, 8, 17)",1
"(18, 5, 17)",1
"(18, 5, 5)",1
"(18, 5, 8)",1
"(18, 8, 11)",1
"(20, 10, 8)",1
"(20, 10, 5)",1
"(20, 10, 17)",1
"(26, 7, 14)",1
"(26, 7, 17)",1
"(18, 8, 8)",1
"(18, 8, 14)",1
"(18, 7, 8)",1
"(18, 6, 11)",1
"(18, 7, 5)",1
"(18, 7, 14)",1
"(18, 7, 11)",1
"(18, 6, 8)",1
"(18, 6, 5)",1
"(18, 6, 17)",1
"(18, 6, 14)",1
"(18, 18, 8)",1
"(18, 18, 17)",1
"(22, 14, 11)",1
"(18, 18, 14)",1
"(18, 10, 5)",1
"(18, 10, 17)",1
"(18, 10, 14)",1
"(18, 10, 11)",1
"(16, 9, 5)",1
"(16, 9, 17)",1
"(16, 9, 14)",1
"(16, 9, 11)",1
"(16, 8, 8)",1
"(16, 8, 5)",1
"(16, 8, 17)",1
"(16, 7, 8)",1
"(16, 7, 5)",1
"(16, 7, 14)",1
"(16, 6, 17)",1
"(16, 6, 14)",1
"(16, 5, 5)",1
"(18, 10, 8)",1
"(18, 11, 11)",1
"(18, 11, 14)",1
"(18, 14, 5)",1
"(18, 18, 11)",1
"(26, 8, 5)",1
"(18, 16, 8)",1
"(18, 16, 5)",1
"(18, 16, 14)",1
"(26, 8, 8)",1
"(18, 15, 14)",1
"(18, 14, 17)",1
"(18, 11, 17)",1
"(18, 14, 14)",1
"(18, 12, 5)",1
"(18, 12, 17)",1
"(18, 12, 14)",1
"(18, 12, 11)",1
"(18, 11, 8)",1
"(18, 11, 5)",1
"(20, 11, 11)",1
"(20, 11, 14)",1
"(20, 11, 17)",1
"(20, 11, 5)",1
"(20, 9, 14)",1
"(20, 8, 8)",1
"(20, 8, 5)",1
"(20, 8, 17)",1
"(20, 8, 14)",1
"(20, 7, 8)",1
"(20, 7, 5)",1
"(20, 7, 17)",1
"(20, 7, 14)",1
"(20, 7, 11)",1
"(20, 6, 8)",1
"(20, 6, 5)",1
"(20, 6, 17)",1
"(20, 6, 14)",1
"(20, 6, 11)",1
"(20, 5, 8)",1
"(20, 5, 5)",1
"(20, 9, 5)",1
"(22, 10, 11)",1
"(22, 10, 14)",1
"(22, 12, 17)",1
"(22, 13, 8)",1
"(22, 13, 5)",1
"(22, 13, 17)",1
"(22, 13, 14)",1
"(22, 13, 11)",1
"(22, 12, 8)",1
"(22, 12, 5)",1
"(22, 12, 14)",1
"(22, 10, 17)",1
"(22, 12, 11)",1
"(22, 11, 8)",1
"(22, 11, 5)",1
"(22, 11, 17)",1
"(22, 11, 14)",1
"(22, 11, 11)",1
"(22, 10, 5)",1
"(20, 5, 17)",1
"(20, 5, 14)",1
"(20, 5, 11)",1
"(20, 14, 17)",1
"(20, 16, 14)",1
"(20, 15, 8)",1
"(20, 15, 5)",1
"(20, 15, 14)",1
"(20, 15, 11)",1
"(20, 14, 8)",1
"(20, 14, 5)",1
"(20, 14, 14)",1
"(20, 16, 8)",1
"(20, 14, 11)",1
"(20, 13, 5)",1
"(20, 13, 17)",1
"(20, 12, 5)",1
"(20, 12, 17)",1
"(20, 12, 14)",1
"(20, 11, 8)",1
"(20, 16, 5)",1
"(20, 17, 14)",1
"(20, 4, 8)",1
"(20, 2, 8)",1
"(20, 4, 5)",1
"(20, 4, 17)",1
"(20, 4, 14)",1
"(20, 4, 11)",1
"(20, 3, 8)",1
"(20, 3, 14)",1
"(20, 3, 11)",1
"(20, 2, 17)",1
"(20, 17, 17)",1
"(20, 2, 11)",1
"(26, 7, 11)",1
"(20, 18, 8)",1
"(20, 18, 5)",1
"(20, 18, 17)",1
"(20, 17, 8)",1
"(20, 17, 5)",1
"(10, 10, 11)",1
